Salary,EngagementSurvey,EmpSatisfaction,Absences,WorkHoursPerWeek,StressLevelScore,SkillsAssessmentScore,ProjectsAssigned,Actual_Keep,Predicted_Keep,EmpID,AI_Explanation
95703.94,2.66,4.03,2,33.0,4.19,86.04,3.0,1,1,11327,Profil stable.
50021.96,1.63,4.73,19,31.0,3.62,69.13,4.0,1,1,3415,Profil stable.
61574.66,4.89,4.03,15,47.0,1.29,83.68,7.0,1,1,32667,Profil stable.
89636.16,2.83,2.64,10,36.0,7.34,60.87,17.0,0,1,17326,Profil stable.
35768.62,2.62,4.3,13,44.0,1.49,50.27,10.0,0,0,8260,Profil stable.
125933.17,4.61,2.66,1,52.0,8.05,85.28,19.0,1,1,14975,Profil stable.
113101.33,4.18,3.67,2,53.0,2.08,74.76,2.0,1,1,16334,Profil stable.
117489.37000000001,4.85,3.45,1,57.0,5.69,67.48,19.0,1,1,6410,Profil stable.
95656.94,1.1,2.16,15,32.0,6.57,53.89,20.0,1,0,18100,Profil stable.
58319.28,1.8,2.61,4,47.0,1.72,96.32,10.0,0,0,25752,Profil stable.
98057.07,3.88,3.94,17,48.0,8.25,63.38,1.0,0,0,11620,Profil stable.
51164.98,3.25,4.15,11,57.0,9.18,89.32,20.0,1,1,1911,Profil stable.
40377.64,2.93,4.86,1,57.0,4.62,98.32,15.0,0,1,8015,Profil stable.
103839.40000000001,1.88,4.01,3,48.0,8.58,90.54,1.0,0,1,45126,Profil stable.
99753.5,1.79,4.96,17,45.0,2.73,54.03,20.0,1,1,33573,Profil stable.
103822.17,3.07,1.69,17,57.0,4.55,84.42,5.0,1,0,39513,Profil stable.
43972.31,1.38,1.32,3,44.0,5.15,86.44,14.0,0,0,23935,Profil stable.
104142.8,2.48,3.63,20,56.0,6.8,90.12,19.0,0,1,20752,Profil stable.
46279.35,2.53,1.87,9,52.0,8.05,84.36,14.0,1,0,48442,Profil stable.
119260.8,2.75,3.11,13,58.0,6.1,69.04,7.0,1,0,29776,Profil stable.
40172.02,2.09,3.73,0,43.0,5.97,65.99,13.0,0,1,46073,Profil stable.
76847.67000000001,4.67,4.67,17,57.0,2.77,56.43,17.0,1,1,17366,Profil stable.
50723.63,4.45,3.42,17,50.0,2.31,95.45,5.0,1,1,40791,Profil stable.
75088.40999999999,1.86,3.47,20,44.0,6.91,73.69,16.0,0,1,10599,Profil stable.
100290.87,1.92,1.86,3,52.0,7.81,79.35,3.0,0,0,14755,Profil stable.
63902.59,1.42,3.98,9,39.0,3.48,74.63,14.0,1,1,15056,Profil stable.
53827.45,1.26,2.52,8,45.0,1.09,82.55,10.0,0,0,27068,Profil stable.
91718.76999999999,2.07,3.5,18,34.0,2.35,60.41,20.0,1,1,6372,Profil stable.
56519.15,4.33,4.18,18,36.0,4.15,66.21,11.0,1,1,42254,Profil stable.
63292.26,4.89,1.6,14,31.0,6.71,71.76,15.0,0,1,3053,Profil stable.
113514.52,2.72,4.86,1,57.0,3.51,53.0,20.0,1,1,33293,Profil stable.
119680.19,2.86,1.67,7,34.0,6.59,79.56,16.0,0,1,44158,Profil stable.
65900.5,4.41,1.76,7,31.0,7.75,72.49,18.0,1,1,21479,Profil stable.
63584.990000000005,1.52,4.28,9,48.0,4.88,70.56,18.0,1,1,35989,Profil stable.
83338.58,1.41,4.06,16,37.0,3.81,61.39,0.0,1,0,17239,Profil stable.
105197.79000000001,2.19,3.24,7,44.0,7.78,79.21,5.0,0,0,28152,Profil stable.
87387.83,2.43,1.24,0,41.0,4.22,82.48,18.0,1,0,28717,Profil stable.
122001.86,1.4,4.47,10,35.0,2.15,89.74,17.0,1,1,29426,Profil stable.
36177.32,3.16,1.97,5,44.0,5.66,97.57,18.0,0,1,49412,Profil stable.
52061.9,1.33,4.7,19,37.0,3.97,77.87,11.0,0,1,4891,Profil stable.
87631.48000000001,1.63,4.73,13,60.0,1.99,56.79,11.0,1,0,6830,Profil stable.
56820.17,4.21,2.63,6,33.0,7.76,97.36,0.0,1,1,25069,Profil stable.
101334.66,1.45,3.86,10,43.0,1.67,88.64,15.0,1,1,47423,Profil stable.
127569.69,4.83,4.72,2,30.0,7.28,75.47,12.0,1,1,19986,Profil stable.
57873.75,4.36,4.25,7,54.0,5.67,87.38,15.0,1,1,7528,Profil stable.
65607.93000000001,1.78,2.51,11,44.0,4.67,62.11,8.0,0,0,18689,Profil stable.
108611.54,3.49,3.82,15,60.0,1.67,53.91,0.0,1,0,34391,Profil stable.
84536.04000000001,3.47,3.82,20,30.0,7.46,59.19,6.0,1,0,5944,Profil stable.
80087.45,2.08,2.98,1,49.0,8.48,78.33,18.0,0,0,41236,Profil stable.
74101.04000000001,3.53,4.36,0,52.0,1.39,65.94,5.0,0,1,23778,Profil stable.
83138.89,1.64,4.87,7,35.0,5.27,73.12,4.0,1,0,19194,Profil stable.
111132.81999999999,1.55,3.97,14,36.0,6.68,93.09,11.0,0,1,43648,Profil stable.
86474.18,1.7,3.06,15,59.0,1.08,62.73,6.0,1,0,31075,Profil stable.
118372.41,2.93,3.95,10,43.0,1.05,54.92,4.0,1,1,10488,Profil stable.
57065.0,4.45,1.72,2,36.0,9.35,55.2,2.0,0,0,42404,Profil stable.
81601.52,3.06,3.98,15,38.0,3.54,60.18,19.0,0,1,37980,Profil stable.
66743.49,3.62,1.58,16,42.0,6.89,83.1,10.0,0,1,26550,Profil stable.
85086.68,2.4,1.09,6,34.0,4.03,82.01,3.0,1,0,10627,Profil stable.
119540.93000000001,1.61,4.16,7,46.0,1.72,92.3,7.0,1,1,46917,Profil stable.
78294.68,4.68,1.92,16,40.0,9.74,77.79,1.0,0,0,22213,Profil stable.
76681.39,3.83,4.48,16,51.0,8.62,98.9,3.0,1,1,12179,Profil stable.
82912.81,1.12,2.26,16,49.0,1.76,87.08,14.0,1,0,43466,Profil stable.
104947.0,3.43,2.4,0,52.0,9.58,79.42,18.0,0,1,3498,Profil stable.
68516.19,4.03,4.15,2,53.0,8.26,90.66,16.0,1,1,24864,Profil stable.
68664.33,2.09,2.33,4,55.0,2.46,66.76,12.0,1,0,13855,Profil stable.
68896.23,4.83,1.5,8,39.0,9.02,79.28,10.0,0,1,18289,Profil stable.
111869.62999999999,2.22,1.77,12,30.0,9.19,83.12,12.0,0,0,27959,Profil stable.
98230.52,1.28,4.11,18,43.0,7.71,73.55,19.0,1,1,32297,Profil stable.
46109.17,4.21,3.78,2,40.0,6.94,74.79,14.0,1,1,609,Profil stable.
135525.09,3.01,3.38,18,56.0,3.17,58.62,0.0,0,1,19399,Profil stable.
36814.4,1.19,1.9,8,40.0,2.9,58.04,10.0,0,0,43276,Profil stable.
58351.78999999999,3.45,3.04,13,50.0,1.86,76.23,20.0,1,1,44959,Profil stable.
125327.48999999999,4.8,4.24,0,31.0,4.22,93.26,6.0,1,1,2845,Profil stable.
107099.35,3.39,2.16,13,38.0,2.31,73.34,6.0,0,0,36637,Profil stable.
61074.329999999994,1.6,3.78,4,36.0,5.63,57.2,10.0,0,0,30232,Profil stable.
63299.96000000001,4.56,4.39,10,44.0,5.14,70.35,10.0,1,1,31120,Profil stable.
98150.59,2.91,4.58,18,54.0,9.98,96.52,1.0,1,1,45260,Profil stable.
91026.62,1.06,1.97,1,51.0,6.77,78.57,16.0,0,0,13514,Profil stable.
67674.78,4.1,2.72,16,46.0,2.15,60.31,2.0,1,1,13449,Profil stable.
48577.35,1.01,1.59,6,52.0,2.37,59.1,14.0,0,0,31629,Profil stable.
85600.32,4.87,2.15,2,32.0,7.36,84.76,18.0,1,1,18163,Profil stable.
63817.689999999995,2.6,4.1,12,51.0,2.39,67.51,2.0,0,1,34397,Profil stable.
106920.94,3.91,2.18,5,55.0,8.79,58.63,18.0,0,1,5346,Profil stable.
129402.3,3.37,3.7,16,34.0,2.7,56.61,12.0,1,1,2749,Profil stable.
78592.70999999999,2.08,4.54,19,43.0,3.55,72.33,5.0,0,1,40874,Profil stable.
99750.85,4.85,4.75,1,50.0,9.78,59.11,3.0,1,1,20077,Profil stable.
46184.899999999994,3.81,4.5,14,43.0,5.45,67.74,1.0,1,1,23026,Profil stable.
46276.780000000006,3.06,1.14,6,54.0,4.99,79.51,1.0,0,0,5975,Profil stable.
123328.32,2.94,2.59,4,42.0,6.67,96.59,3.0,1,1,11725,Profil stable.
62425.0,4.1,4.0,16,45.0,5.53,0.0,0.0,1,0,266,Profil stable.
74916.9,3.67,3.84,12,36.0,3.21,92.63,5.0,1,1,25720,Profil stable.
111424.86,1.44,3.72,3,35.0,5.13,60.1,4.0,1,0,15185,Profil stable.
53678.51,2.94,1.61,8,39.0,3.09,96.15,5.0,0,0,40103,Profil stable.
76109.49,2.33,2.82,16,47.0,1.36,83.21,0.0,1,0,30867,Profil stable.
112438.42000000001,2.06,4.1,20,33.0,7.35,54.34,0.0,0,0,11196,Profil stable.
46569.909999999996,1.41,1.17,5,42.0,5.68,96.29,6.0,1,0,19214,Profil stable.
73993.64,1.54,3.23,20,50.0,6.5,55.62,16.0,1,0,44899,Profil stable.
91255.83,2.03,2.66,11,55.0,8.69,66.87,12.0,0,0,16724,Profil stable.
128104.41,3.1,3.53,5,55.0,7.32,57.09,18.0,1,1,47804,Profil stable.
99590.95000000001,4.8,3.17,3,60.0,5.72,90.75,2.0,0,1,8045,Profil stable.
39749.270000000004,1.89,3.22,0,33.0,3.8,95.85,2.0,1,0,31588,Profil stable.
113491.5,1.94,2.73,0,54.0,7.38,83.91,9.0,1,0,8087,Profil stable.
113084.7,4.28,2.83,15,36.0,9.88,50.32,8.0,1,0,36642,Profil stable.
66074.0,4.52,3.0,20,45.0,5.53,0.0,0.0,0,0,159,Profil stable.
64788.34,3.68,2.53,10,31.0,7.72,81.52,8.0,0,1,23849,Profil stable.
66712.58,3.04,2.17,1,33.0,5.76,70.67,0.0,0,0,19976,Profil stable.
72732.73,1.04,1.07,8,58.0,6.17,60.87,14.0,0,0,5556,Profil stable.
85316.29,4.49,3.12,4,39.0,7.74,59.6,14.0,1,1,35611,Profil stable.
116653.3,4.6,4.0,6,56.0,7.69,53.94,16.0,0,1,35561,Profil stable.
64382.159999999996,2.82,4.54,8,53.0,3.66,55.92,6.0,1,1,30831,Profil stable.
54837.83,2.6,1.82,5,51.0,1.5,79.84,17.0,0,1,40607,Profil stable.
105540.69,4.86,1.99,12,37.0,2.17,69.2,1.0,0,1,40443,Profil stable.
107032.82,1.79,3.59,0,54.0,5.34,51.87,12.0,1,0,3628,Profil stable.
123846.61000000002,1.76,4.41,2,50.0,9.93,84.55,8.0,1,1,9946,Profil stable.
115790.34,4.15,1.77,14,34.0,3.77,90.93,17.0,1,1,5004,Profil stable.
73479.17,1.27,1.05,3,34.0,9.66,87.72,2.0,0,0,39199,Profil stable.
124289.18,2.85,3.25,14,50.0,2.17,99.83,2.0,1,1,950,Profil stable.
80312.4,1.92,3.45,16,49.0,2.64,71.96,8.0,1,1,4259,Profil stable.
99329.51000000001,2.89,1.13,2,54.0,6.67,61.6,8.0,0,0,28002,Profil stable.
78404.53,4.5,3.02,16,56.0,7.77,72.01,5.0,1,1,7759,Profil stable.
100360.22,2.67,1.59,18,42.0,3.2,74.71,15.0,1,0,43796,Profil stable.
112320.62,1.6,4.7,13,58.0,7.98,69.38,11.0,1,1,388,Profil stable.
93637.38,1.41,1.89,3,34.0,8.01,76.53,18.0,1,0,9103,Profil stable.
53385.62,3.95,2.34,4,44.0,9.98,75.91,0.0,0,0,49727,Profil stable.
68216.57,3.47,3.04,4,60.0,5.97,55.0,10.0,1,1,10071,Profil stable.
106423.84,3.75,2.75,16,45.0,3.52,56.0,17.0,0,1,20570,Profil stable.
100271.70000000001,1.8,3.81,10,59.0,1.36,66.52,1.0,0,0,37310,Profil stable.
74025.93000000001,2.87,1.32,14,56.0,2.53,70.27,10.0,0,0,23738,Profil stable.
125805.8,3.96,4.1,11,30.0,1.94,56.19,6.0,1,1,29412,Profil stable.
81022.82,1.57,4.92,7,39.0,4.22,67.84,1.0,1,0,2254,Profil stable.
83237.51000000001,2.93,2.0,6,56.0,8.45,75.93,0.0,0,0,12382,Profil stable.
62920.520000000004,2.97,3.11,14,48.0,3.62,96.58,18.0,1,1,28500,Profil stable.
117634.56,1.96,3.92,6,34.0,8.82,85.19,20.0,1,1,41174,Profil stable.
54253.189999999995,1.7,4.32,4,48.0,3.73,79.26,10.0,1,1,6318,Profil stable.
59685.740000000005,3.28,3.46,11,36.0,8.71,71.16,15.0,0,1,23043,Profil stable.
42522.38,2.6,4.5,20,49.0,7.91,82.51,15.0,1,1,39176,Profil stable.
52594.770000000004,3.03,2.59,8,45.0,1.02,93.47,16.0,1,1,47341,Profil stable.
64031.24,1.13,2.37,19,45.0,9.57,68.58,19.0,1,0,37820,Profil stable.
93776.66,4.57,1.85,17,39.0,5.15,70.66,5.0,1,1,41792,Profil stable.
88087.17,4.66,2.4,10,39.0,8.67,64.99,3.0,1,0,11235,Profil stable.
112062.87,4.88,3.58,15,58.0,1.94,58.8,12.0,1,1,8030,Profil stable.
98569.41,4.57,1.6,12,47.0,1.42,59.32,1.0,0,1,40981,Profil stable.
85785.95999999999,2.24,3.42,10,49.0,4.07,96.15,0.0,0,0,39100,Profil stable.
51573.0,4.41,3.66,12,55.0,5.36,72.03,15.0,1,1,39592,Profil stable.
50490.55,2.17,3.93,15,60.0,9.33,68.24,6.0,0,0,13274,Profil stable.
86098.44,4.27,4.52,4,47.0,7.22,60.67,19.0,1,1,38796,Profil stable.
89183.89,3.15,3.63,2,35.0,7.23,82.11,4.0,0,1,19589,Profil stable.
135769.73,1.63,4.57,4,39.0,2.36,77.69,16.0,0,1,30035,Profil stable.
127933.43,4.42,1.49,3,46.0,5.49,63.47,13.0,1,1,47706,Profil stable.
85326.39,4.64,1.32,20,39.0,4.27,80.43,4.0,0,0,42156,Profil stable.
93425.2,3.77,3.07,5,36.0,1.89,95.68,1.0,0,1,9678,Profil stable.
82092.18000000001,1.76,1.62,10,38.0,9.34,99.41,7.0,1,0,19345,Profil stable.
88071.79,2.93,3.71,1,56.0,5.17,80.51,9.0,1,1,43566,Profil stable.
118930.12000000001,4.31,4.08,4,55.0,8.67,70.28,3.0,0,1,38220,Profil stable.
71966.0,5.0,3.0,17,45.0,5.53,0.0,0.0,0,0,207,Profil stable.
44432.52,1.6,2.49,17,58.0,8.26,56.88,9.0,0,0,26009,Profil stable.
48920.42,3.73,3.22,12,45.0,7.8,98.05,17.0,1,1,4146,Profil stable.
133904.72999999998,3.75,1.37,11,31.0,5.35,86.53,12.0,1,1,38463,Profil stable.
84641.79000000001,3.77,3.06,2,52.0,3.98,84.85,10.0,1,1,27404,Profil stable.
130945.90999999999,1.78,2.08,15,51.0,8.06,90.35,19.0,0,0,24644,Profil stable.
76833.8,2.75,3.21,6,47.0,9.9,91.73,13.0,1,1,28118,Profil stable.
91862.65000000001,3.16,3.05,9,56.0,4.16,83.71,12.0,1,1,5248,Profil stable.
106728.18,4.01,1.14,2,40.0,2.37,53.69,8.0,1,0,22384,Profil stable.
59864.46,2.28,4.22,12,35.0,1.87,50.86,2.0,0,0,2684,Profil stable.
45251.18,4.13,4.11,13,31.0,3.45,51.92,13.0,1,1,8079,Profil stable.
95743.64,4.91,1.42,1,41.0,2.84,57.53,4.0,0,1,49421,Profil stable.
70576.67,2.04,4.89,3,47.0,6.84,73.49,11.0,1,1,3960,Profil stable.
104895.4,1.52,3.68,1,32.0,7.96,50.37,20.0,1,1,42541,Profil stable.
64034.7,1.78,2.41,20,46.0,5.81,97.06,0.0,0,0,23156,Profil stable.
107155.45,1.66,4.19,10,41.0,1.42,55.82,2.0,1,0,44544,Profil stable.
48358.12,1.08,3.6,6,53.0,4.8,80.0,17.0,0,0,12664,Profil stable.
104220.83,4.78,4.8,2,42.0,6.19,54.2,14.0,1,1,21016,Profil stable.
84759.38,3.13,1.54,12,43.0,1.68,96.43,17.0,0,1,26994,Profil stable.
85232.48000000001,1.32,4.73,8,30.0,1.96,80.68,1.0,0,1,40811,Profil stable.
103285.52,3.84,1.29,19,56.0,7.1,79.45,9.0,0,0,11902,Profil stable.
59351.05,4.2,3.95,9,45.0,3.37,67.52,18.0,1,1,23584,Profil stable.
70892.84,4.78,2.2,14,52.0,6.88,88.46,14.0,1,1,32255,Profil stable.
91261.10999999999,3.88,3.41,19,35.0,9.29,61.5,16.0,1,1,41986,Profil stable.
51656.04,2.9,3.93,15,55.0,1.85,76.26,3.0,1,1,34471,Profil stable.
107029.47,3.47,2.34,17,42.0,7.76,63.83,13.0,1,1,35213,Profil stable.
108705.63,4.98,2.32,18,60.0,7.87,63.6,17.0,0,1,36015,Profil stable.
68282.34,3.6,2.31,17,32.0,2.67,76.15,19.0,1,1,35351,Profil stable.
87766.23000000001,4.25,1.5,2,43.0,2.54,59.52,8.0,0,0,49484,Profil stable.
109169.3,1.06,2.39,15,51.0,2.34,75.71,0.0,0,0,15400,Profil stable.
127436.54,1.66,2.22,6,58.0,4.82,83.02,8.0,0,0,24012,Profil stable.
92628.59000000001,4.1,2.97,0,51.0,1.6,58.0,20.0,0,1,23089,Profil stable.
109604.92,2.57,1.81,6,32.0,4.69,93.14,0.0,1,0,44433,Profil stable.
125078.4,3.1,2.01,9,57.0,8.8,72.48,13.0,1,0,26794,Profil stable.
124470.20000000001,3.98,2.71,10,32.0,2.4,55.9,9.0,1,0,39228,Profil stable.
69602.87999999999,2.81,1.24,6,58.0,1.91,76.53,5.0,0,0,26951,Profil stable.
95164.84,2.32,4.58,4,37.0,9.4,51.03,19.0,0,1,1955,Profil stable.
85798.04,2.15,3.3,13,40.0,2.78,85.39,9.0,1,1,16407,Profil stable.
107274.97,1.45,4.11,17,39.0,3.81,70.76,5.0,1,0,34743,Profil stable.
104187.72,3.32,1.11,20,34.0,3.83,55.04,6.0,0,0,7757,Profil stable.
92613.81999999999,3.14,3.03,19,39.0,4.52,76.4,13.0,0,1,1423,Profil stable.
69004.31,4.08,3.99,6,30.0,9.04,80.47,9.0,0,1,36816,Profil stable.
108243.26000000001,3.0,4.51,4,59.0,7.77,79.81,2.0,0,1,25921,Profil stable.
113836.93,2.98,1.52,14,30.0,8.04,52.27,3.0,0,0,5212,Profil stable.
123213.73,2.86,2.58,6,33.0,5.71,75.83,2.0,1,0,35115,Profil stable.
95388.06,3.15,2.8,9,40.0,2.43,93.09,11.0,1,1,48631,Profil stable.
65537.43000000001,2.1,2.49,10,48.0,7.73,88.07,2.0,1,0,28552,Profil stable.
87105.91,1.57,3.12,12,35.0,7.08,92.57,18.0,0,1,36053,Profil stable.
119937.32,3.63,2.39,17,52.0,6.57,74.37,5.0,0,0,48529,Profil stable.
91300.18000000001,3.34,4.62,2,37.0,9.2,89.86,4.0,0,1,38499,Profil stable.
67149.32,3.07,1.13,1,51.0,1.77,90.27,3.0,1,1,47016,Profil stable.
95678.28,4.3,4.13,10,40.0,6.8,54.95,1.0,0,1,28544,Profil stable.
78316.06999999999,1.65,1.21,6,51.0,5.05,75.36,12.0,1,0,40013,Profil stable.
54072.88,3.56,1.62,19,37.0,9.88,84.82,3.0,1,0,29882,Profil stable.
113342.75,1.98,3.81,18,39.0,4.66,97.14,18.0,1,1,17421,Profil stable.
77181.55,1.83,1.61,6,46.0,9.62,76.96,16.0,0,0,30981,Profil stable.
124602.11,3.08,1.25,2,51.0,5.25,54.01,15.0,0,0,37757,Profil stable.
108491.56,3.27,2.42,5,44.0,8.26,66.01,13.0,1,1,22635,Profil stable.
84014.45,2.26,3.84,11,47.0,1.23,83.21,5.0,1,1,14357,Profil stable.
97036.32,2.84,2.92,7,57.0,6.09,70.83,18.0,1,1,4346,Profil stable.
126761.06999999999,2.83,3.71,10,39.0,7.07,96.24,7.0,0,1,14054,Profil stable.
107399.79,1.69,1.55,2,40.0,1.25,64.23,20.0,1,0,16018,Profil stable.
120259.47,4.92,1.46,8,51.0,2.67,80.31,18.0,1,1,15527,Profil stable.
93400.8,1.98,4.18,14,57.0,2.95,71.95,0.0,1,0,21860,Profil stable.
121195.31999999999,4.46,4.27,9,39.0,9.69,58.99,19.0,1,1,17684,Profil stable.
83065.20999999999,2.86,3.16,11,33.0,9.84,69.32,8.0,0,0,16149,Profil stable.
127610.82,4.39,1.54,20,39.0,8.97,58.9,4.0,0,0,27128,Profil stable.
112990.0,3.41,4.13,3,55.0,3.62,83.18,10.0,1,1,26222,Profil stable.
57091.56,1.38,4.34,12,35.0,2.96,78.83,8.0,0,1,47467,Profil stable.
119600.88,3.33,2.69,2,58.0,8.88,83.29,15.0,0,1,43978,Profil stable.
68814.67,3.12,2.42,1,42.0,7.07,78.42,16.0,1,1,22840,Profil stable.
51604.880000000005,1.44,1.27,7,33.0,9.7,51.82,17.0,0,0,15517,Profil stable.
65345.39,2.16,4.08,9,51.0,1.24,98.37,4.0,1,1,34295,Profil stable.
80328.05,4.43,1.21,8,48.0,7.53,88.59,16.0,0,1,33275,Profil stable.
74126.06,3.2,2.5,18,41.0,7.22,56.47,10.0,0,1,17148,Profil stable.
73160.66,1.73,2.05,7,31.0,6.78,53.47,14.0,1,0,34745,Profil stable.
88852.74,1.65,3.19,1,39.0,8.47,67.7,7.0,1,0,32036,Profil stable.
115881.38,1.87,3.71,3,49.0,2.8,92.03,15.0,1,1,25055,Profil stable.
91906.65000000001,1.35,3.01,17,42.0,9.34,53.24,15.0,1,0,33439,Profil stable.
62459.14,4.94,4.76,14,58.0,1.09,89.6,7.0,1,1,21932,Profil stable.
52359.340000000004,1.42,4.9,4,39.0,9.8,56.43,10.0,0,0,29290,Profil stable.
98134.55,4.81,1.43,19,50.0,8.38,60.19,9.0,0,1,20742,Profil stable.
50908.66,4.56,2.49,9,54.0,8.61,91.63,4.0,1,1,45824,Profil stable.
53116.98,2.54,1.66,0,60.0,1.63,65.01,11.0,1,0,49960,Profil stable.
66520.59999999999,1.7,3.04,19,40.0,5.98,59.32,10.0,0,0,5186,Profil stable.
102133.37,2.15,1.66,9,58.0,3.14,71.22,20.0,0,0,14714,Profil stable.
51406.170000000006,2.02,4.98,12,55.0,6.17,61.73,17.0,1,1,44617,Profil stable.
57814.46,4.5,2.03,9,32.0,7.61,57.36,7.0,1,0,43934,Profil stable.
127262.01000000001,4.74,4.36,7,52.0,5.0,86.41,18.0,1,1,12473,Profil stable.
103757.79000000001,3.48,2.64,5,53.0,1.02,63.59,8.0,1,1,48160,Profil stable.
75675.67,4.63,1.39,19,32.0,8.98,56.46,18.0,1,0,4311,Profil stable.
61324.07,3.31,3.91,1,60.0,9.37,66.31,2.0,0,1,12281,Profil stable.
66627.72,1.06,2.43,8,50.0,6.28,73.54,2.0,0,0,29346,Profil stable.
125595.01,2.75,2.48,0,52.0,5.01,50.09,8.0,1,0,48398,Profil stable.
59997.56,1.25,1.49,20,31.0,2.34,83.68,20.0,1,0,38751,Profil stable.
112630.29,3.65,1.83,0,49.0,1.84,52.8,6.0,0,0,6966,Profil stable.
36722.13,2.87,3.63,8,31.0,9.45,89.68,1.0,1,1,42804,Profil stable.
93626.44,2.38,4.53,19,50.0,7.71,56.32,11.0,0,0,35404,Profil stable.
62623.4,3.53,2.76,6,46.0,9.07,51.04,17.0,1,0,28635,Profil stable.
89821.48,2.18,2.93,17,32.0,5.27,72.83,17.0,1,1,30057,Profil stable.
56688.060000000005,1.86,3.7,0,39.0,8.53,52.56,17.0,1,1,43569,Profil stable.
125482.36,2.88,3.29,3,54.0,9.83,79.26,4.0,0,1,25230,Profil stable.
111469.19,4.01,2.79,18,46.0,5.06,67.79,7.0,1,0,13370,Profil stable.
47752.03,1.34,2.16,9,38.0,7.07,53.95,1.0,0,0,1192,Profil stable.
51984.27,2.06,3.29,15,39.0,6.54,91.0,11.0,0,1,24029,Profil stable.
90197.21,4.29,1.43,4,56.0,5.45,53.01,3.0,1,0,6869,Profil stable.
43218.76,3.6,1.19,19,36.0,6.21,92.73,8.0,1,1,32656,Profil stable.
80881.68,4.84,1.48,6,57.0,8.54,57.39,4.0,0,0,18010,Profil stable.
38892.689999999995,2.22,1.66,13,47.0,2.99,89.94,12.0,0,1,40578,Profil stable.
99101.42,4.27,4.84,3,59.0,4.28,57.93,13.0,1,1,16951,Profil stable.
125631.76,3.47,2.29,0,52.0,3.69,68.29,19.0,1,1,24509,Profil stable.
112615.26,3.9,1.07,17,47.0,1.25,83.18,16.0,0,1,1511,Profil stable.
119658.7,2.2,3.73,10,38.0,7.6,70.37,1.0,1,0,31485,Profil stable.
92905.78,4.67,4.52,15,45.0,5.36,63.84,8.0,1,1,15920,Profil stable.
45783.54,3.83,3.19,9,37.0,4.09,68.97,20.0,1,1,10394,Profil stable.
118902.29,2.14,1.82,15,34.0,3.84,50.53,18.0,1,0,32403,Profil stable.
90309.66,3.45,3.89,17,47.0,2.99,95.9,18.0,0,1,23341,Profil stable.
46629.759999999995,1.71,3.98,18,30.0,6.83,74.88,3.0,0,0,32783,Profil stable.
116754.92000000001,3.44,3.54,10,41.0,3.49,81.44,10.0,1,1,32995,Profil stable.
89133.6,1.67,1.78,5,35.0,2.5,88.86,5.0,0,0,23273,Profil stable.
47284.03,2.31,2.02,16,42.0,2.17,87.29,13.0,1,0,6662,Profil stable.
78292.57999999999,1.31,1.89,6,37.0,6.81,78.26,3.0,0,0,44229,Profil stable.
99410.87999999999,2.61,4.55,20,52.0,8.89,57.39,11.0,0,1,38461,Profil stable.
124584.27,1.87,1.73,12,59.0,2.76,85.19,10.0,0,0,50111,Profil stable.
42406.63,1.82,1.11,6,33.0,8.52,81.56,13.0,0,0,46997,Profil stable.
98309.8,2.65,1.25,15,49.0,7.11,83.12,3.0,1,0,12788,Profil stable.
94794.94,1.89,4.82,11,49.0,1.03,88.2,20.0,0,1,9786,Profil stable.
127627.6,2.65,3.26,1,55.0,4.07,68.58,6.0,0,1,17224,Profil stable.
79226.36,3.73,3.92,0,41.0,5.07,82.62,9.0,0,1,32864,Profil stable.
93973.67000000001,2.53,2.67,13,44.0,8.51,73.6,2.0,0,0,22428,Profil stable.
107694.14,2.15,1.48,15,38.0,9.18,72.95,1.0,0,0,2908,Profil stable.
45960.67,1.42,1.57,17,38.0,9.2,65.47,11.0,0,0,42565,Profil stable.
45014.28,4.19,3.38,14,54.0,1.63,98.92,6.0,1,1,516,Profil stable.
94613.77,1.26,4.1,4,47.0,5.82,72.4,10.0,1,1,9602,Profil stable.
89846.42,3.52,1.77,7,60.0,1.96,57.77,14.0,1,1,29504,Profil stable.
102019.65000000001,2.23,2.46,15,48.0,2.87,71.95,17.0,0,0,41406,Profil stable.
45086.0,2.97,1.27,1,42.0,1.89,66.05,17.0,0,1,26477,Profil stable.
43697.44,1.76,4.06,16,58.0,3.08,59.12,20.0,1,1,18198,Profil stable.
49856.91,4.06,4.72,11,34.0,3.81,82.54,6.0,1,1,17315,Profil stable.
52810.99,2.04,4.87,7,32.0,4.81,72.78,14.0,0,1,22693,Profil stable.
106067.59000000001,4.1,3.93,8,35.0,7.43,79.31,9.0,1,1,9966,Profil stable.
56645.63,1.78,2.96,13,44.0,1.76,65.39,17.0,1,1,18631,Profil stable.
52952.28,3.53,3.04,16,60.0,3.35,78.55,12.0,0,1,6124,Profil stable.
108316.71,3.18,4.25,8,52.0,1.84,52.19,17.0,0,1,29695,Profil stable.
80617.90000000001,2.88,1.19,18,54.0,7.46,95.33,14.0,1,0,15738,Profil stable.
63220.22,3.09,1.99,13,34.0,7.5,93.5,18.0,0,1,48551,Profil stable.
94702.69,4.79,4.84,15,48.0,7.7,93.04,7.0,0,1,14711,Profil stable.
109293.43999999999,1.96,3.32,16,58.0,2.62,90.25,9.0,0,1,28602,Profil stable.
74469.98999999999,4.68,1.75,11,44.0,6.61,64.67,14.0,1,1,18361,Profil stable.
103818.77,4.82,2.3,4,34.0,7.85,81.47,2.0,0,1,18648,Profil stable.
